Student_ID,Age,Gender,Department,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level,Depression
5395,18,Female,Engineering,2.14,7.3,4.5,2.1,74,4,False
5396,23,Female,Arts,3.71,4.1,1.3,5.0,113,8,False
5397,19,Female,Engineering,2.25,7.0,4.1,3.5,55,5,True
5398,22,Female,Engineering,3.55,9.0,5.4,4.8,106,3,False
5399,24,Male,Science,3.05,8.1,5.2,3.5,134,3,False
5400,23,Male,Business,3.01,7.5,3.9,4.2,137,2,False
5401,23,Male,Engineering,3.25,8.3,3.2,3.0,76,2,False
5402,22,Male,Science,2.31,7.7,4.3,3.5,44,6,True
5403,23,Female,Engineering,3.7,10.3,6.6,3.8,83,5,False
5404,19,Male,Engineering,2.5,8.7,3.8,3.9,107,3,False
5405,23,Male,Engineering,2.72,9.0,1.3,1.9,119,2,False
5406,21,Female,Business,2.78,6.2,5.2,4.0,63,5,False
5407,21,Male,Engineering,3.64,7.8,6.4,4.5,141,5,False
5408,19,Male,Science,3.44,7.6,8.2,3.8,136,4,False
5409,20,Male,Business,3.77,8.3,4.2,3.5,131,2,False
5410,18,Female,Business,2.0,6.3,3.6,1.5,8,4,False
5411,19,Male,Medical,2.93,6.2,5.3,5.0,91,2,False
5412,20,Female,Medical,2.94,7.8,5.5,2.2,77,4,False
5413,24,Female,Medical,2.39,8.0,3.6,3.5,32,4,False
5414,18,Male,Medical,3.55,8.1,3.2,2.9,63,4,True
5415,24,Female,Arts,3.62,6.0,7.1,1.8,11,3,False
5416,23,Male,Business,2.08,7.5,2.9,4.3,41,5,False
5417,20,Female,Medical,3.15,6.3,7.5,2.4,66,4,False
5418,22,Male,Business,3.03,4.0,4.6,4.6,94,7,False
5419,19,Male,Engineering,2.7,5.4,4.8,4.5,88,4,False
5420,24,Female,Engineering,3.1,7.3,2.4,2.8,44,5,False
5421,20,Male,Engineering,3.28,6.8,0.4,5.4,57,4,False
5422,18,Male,Business,3.11,6.3,6.9,4.3,72,4,False
5423,24,Female,Engineering,2.18,3.5,4.0,3.0,90,5,False
5424,23,Male,Medical,3.34,7.9,3.4,2.6,133,5,False
5425,21,Male,Science,3.06,4.3,5.8,6.3,127,7,False
5426,23,Male,Medical,3.27,5.5,5.5,6.2,146,5,False
5427,19,Female,Science,2.15,5.2,2.7,3.4,37,5,False
5428,18,Female,Engineering,3.45,7.7,3.7,3.4,57,4,False
5429,18,Male,Business,2.57,7.3,2.5,5.1,96,5,False
5430,22,Female,Arts,2.29,5.1,4.8,4.1,31,5,True
5431,23,Male,Engineering,2.12,5.8,5.4,2.9,27,6,False
5432,21,Female,Business,3.25,6.3,5.4,1.4,59,3,True
5433,24,Male,Arts,2.64,7.6,1.8,3.1,71,2,True
5434,20,Female,Business,3.36,5.9,7.6,6.8,5,4,False
5435,22,Female,Science,3.01,7.5,9.0,3.5,35,4,False
5436,20,Male,Engineering,3.37,9.0,2.0,1.6,108,4,False
5437,19,Female,Medical,3.89,8.5,8.6,5.6,26,3,False
5438,24,Female,Medical,2.52,4.7,2.6,2.3,72,5,False
5439,22,Female,Business,2.76,9.8,5.8,2.8,149,5,False
5440,23,Female,Business,3.24,6.8,4.8,3.3,42,4,False
5441,24,Female,Arts,2.05,5.9,3.1,6.7,122,5,False
5442,24,Male,Medical,2.94,5.7,6.6,2.2,14,5,False
5443,22,Female,Engineering,2.95,10.2,0.6,8.3,98,2,False
5444,19,Female,Arts,2.03,7.8,5.4,4.1,141,2,False
5445,22,Male,Business,3.41,5.8,5.3,4.2,82,4,False
5446,24,Female,Engineering,3.13,6.8,0.2,6.8,111,4,False
5447,24,Female,Science,3.29,10.0,5.6,3.2,13,6,False
5448,18,Female,Arts,2.64,6.1,6.8,0.0,42,3,True
5449,24,Female,Science,3.01,6.9,6.2,5.1,68,3,False
5450,24,Male,Science,3.35,8.0,3.8,3.0,86,4,False
5451,19,Female,Science,2.8,6.4,3.7,1.9,100,5,False
5452,22,Female,Engineering,3.47,5.8,6.3,0.5,78,3,False
5453,22,Male,Engineering,3.29,7.8,6.8,3.0,92,4,False
5454,22,Female,Business,2.83,7.9,5.2,4.2,56,6,True
5455,18,Male,Business,2.47,6.5,6.0,5.1,31,3,False
5456,23,Male,Arts,3.57,7.1,5.9,1.9,49,3,False
5457,18,Male,Engineering,3.78,8.4,6.3,1.2,132,2,True
5458,24,Female,Science,2.38,10.9,4.9,3.4,84,4,False
5459,24,Male,Business,2.23,7.5,2.6,5.6,40,6,False
5460,22,Male,Business,2.89,7.8,3.5,1.4,81,2,False
5461,22,Male,Medical,2.93,5.4,5.4,1.3,132,4,False
5462,23,Male,Engineering,3.75,6.8,5.0,4.1,61,4,False
5463,21,Male,Arts,3.02,5.0,4.9,1.3,148,2,False
5464,20,Female,Science,2.88,5.3,5.6,4.1,122,2,False
5465,19,Female,Arts,2.96,7.7,2.7,3.1,60,5,False
5466,21,Female,Science,2.74,6.3,2.8,1.8,35,4,False
5467,22,Male,Engineering,3.74,5.7,4.6,0.0,21,4,False
5468,22,Male,Medical,3.58,7.8,6.8,2.0,110,3,False
5469,19,Female,Business,3.25,6.0,4.0,2.4,101,2,False
5470,19,Male,Engineering,3.45,5.6,2.7,1.1,1,4,False
5471,21,Female,Medical,3.49,6.4,2.2,2.6,42,5,False
5472,19,Female,Business,3.08,6.7,4.8,4.1,39,6,False
5473,20,Male,Engineering,2.94,7.0,2.4,5.5,146,5,False
5474,19,Female,Business,2.18,6.8,4.3,4.9,111,5,True
5475,24,Female,Engineering,2.29,4.7,8.1,4.8,138,8,True
5476,19,Male,Medical,3.05,7.0,0.5,4.6,106,5,False
5477,20,Female,Business,3.22,7.2,4.1,4.0,80,5,False
5478,18,Male,Science,3.54,7.6,4.3,1.1,18,4,False
5479,18,Female,Science,3.51,7.4,6.8,3.9,57,6,False
5480,21,Male,Science,3.47,4.6,7.4,3.8,26,5,False
5481,21,Male,Medical,2.01,4.9,5.1,2.9,84,5,True
5482,23,Male,Science,3.14,8.8,0.8,4.4,61,4,False
5483,23,Female,Science,3.19,8.5,3.6,2.9,124,3,False
5484,22,Female,Business,2.91,4.7,2.2,3.9,49,7,True
5485,24,Female,Medical,3.69,6.9,4.2,4.3,126,3,False
5486,20,Female,Engineering,2.53,8.0,5.8,5.1,35,6,False
5487,20,Male,Science,3.44,6.9,4.2,0.0,52,5,False
5488,20,Female,Arts,3.07,6.2,2.7,6.9,71,5,False
5489,19,Female,Science,3.51,4.5,3.6,3.5,41,7,False
5490,19,Female,Science,3.16,7.1,3.8,2.2,139,3,False
5491,18,Female,Arts,3.52,6.9,3.1,5.3,134,4,False
5492,20,Female,Engineering,3.13,6.6,0.0,3.3,147,2,False
5493,21,Female,Business,3.04,7.7,0.0,3.6,93,5,False
5494,21,Male,Engineering,3.34,6.5,3.6,6.4,118,5,False
5495,23,Male,Science,3.06,6.8,4.2,6.5,94,3,False
5496,19,Male,Arts,3.81,8.4,7.5,2.5,38,4,False
5497,21,Female,Business,2.46,9.4,7.6,4.5,79,4,False
5498,18,Female,Engineering,1.85,8.8,1.5,5.6,139,5,False
5499,22,Male,Science,2.35,7.9,4.4,1.2,118,2,False
5500,21,Female,Engineering,2.52,7.6,2.5,5.4,34,3,False
5501,20,Male,Science,3.15,7.4,4.5,2.3,133,5,False
5502,22,Female,Business,2.15,3.0,3.4,4.2,33,6,False
5503,20,Female,Engineering,2.01,6.9,3.2,2.8,123,2,False
5504,21,Female,Medical,2.32,5.1,2.0,3.3,101,2,False
5505,23,Male,Engineering,2.51,6.6,3.9,1.8,81,2,False
5506,23,Female,Medical,3.04,8.9,6.2,0.3,3,4,False
5507,24,Male,Science,2.64,4.6,4.9,2.8,56,6,False
5508,23,Female,Engineering,2.51,4.6,2.0,4.2,85,6,False
5509,23,Female,Arts,3.36,5.0,4.2,2.6,81,2,False
5510,22,Male,Medical,3.63,7.0,2.2,3.5,123,5,False
5511,20,Male,Medical,3.28,7.3,0.9,4.0,39,4,False
5512,23,Male,Science,2.2,9.1,4.4,2.7,9,4,True
5513,21,Female,Arts,2.44,8.7,3.3,3.2,36,5,False
5514,18,Male,Business,2.12,8.4,6.0,7.8,32,4,False
5515,20,Female,Business,2.63,5.3,6.7,3.7,146,5,False
5516,21,Male,Medical,2.5,9.5,8.5,3.2,84,4,False
5517,23,Male,Engineering,3.38,4.9,5.7,2.4,36,7,False
5518,22,Female,Science,3.24,6.7,4.5,1.2,46,6,False
5519,21,Male,Business,2.42,7.6,8.1,1.8,122,5,True
5520,19,Female,Business,3.4,5.7,9.7,4.2,5,3,False
5521,20,Male,Engineering,2.07,9.0,5.1,3.5,30,3,True
5522,22,Female,Engineering,3.68,5.8,5.5,3.1,90,2,False
5523,18,Female,Business,3.49,8.8,6.7,1.7,113,4,False
5524,24,Male,Medical,2.68,6.6,5.7,4.8,148,2,False
5525,22,Female,Science,3.0,7.2,5.4,3.9,18,6,False
5526,20,Female,Business,3.51,5.8,5.3,5.2,45,4,False
5527,23,Female,Medical,2.66,7.6,4.3,0.9,41,3,False
5528,21,Male,Medical,3.47,8.2,1.9,5.1,104,5,False
5529,18,Male,Science,2.35,9.7,2.2,5.8,101,5,False
5530,18,Male,Arts,2.97,7.4,8.8,3.0,102,3,False
5531,23,Female,Engineering,3.35,6.3,5.5,2.7,109,4,False
5532,24,Female,Business,3.55,4.9,4.1,3.9,58,9,False
5533,23,Female,Engineering,2.06,9.3,5.3,1.9,147,5,False
5534,22,Female,Engineering,3.18,9.1,0.3,0.9,4,6,False
5535,18,Female,Engineering,4.0,7.4,8.2,4.2,13,5,False
5536,19,Male,Engineering,2.62,8.5,2.0,2.5,13,4,False
5537,19,Male,Arts,2.56,4.4,7.3,3.5,143,6,False
5538,23,Female,Business,3.55,5.5,6.1,2.3,102,3,False
5539,20,Male,Business,3.54,6.7,5.6,3.8,99,2,False
5540,21,Female,Arts,3.18,8.4,3.6,3.6,8,6,False
5541,21,Male,Business,3.06,9.2,5.4,3.3,7,6,False
5542,20,Female,Arts,3.29,9.2,3.6,5.4,113,3,False
5543,21,Female,Business,2.45,7.8,7.5,3.6,109,2,False
5544,18,Male,Science,3.11,3.0,4.3,1.3,23,5,False
5545,22,Female,Business,3.33,5.2,1.5,0.6,83,3,False
5546,22,Male,Business,3.74,7.1,5.1,1.4,6,3,False
5547,18,Female,Engineering,1.76,7.7,2.6,5.6,2,4,False
5548,22,Female,Engineering,2.72,6.5,3.0,1.9,113,5,False
5549,20,Female,Arts,3.76,7.1,7.0,4.9,72,5,False
5550,23,Male,Medical,3.13,8.3,4.9,2.8,63,5,False
5551,19,Female,Medical,2.54,7.9,3.5,1.1,23,6,False
5552,21,Male,Arts,3.16,6.5,4.1,1.8,100,4,False
5553,23,Male,Science,3.19,7.8,5.5,4.1,4,3,False
5554,22,Male,Engineering,2.33,8.5,4.8,3.8,73,4,True
5555,20,Female,Business,3.51,7.7,6.6,5.0,143,4,False
5556,23,Female,Science,3.13,5.8,3.8,4.4,80,3,False
5557,24,Male,Engineering,3.14,7.5,4.1,5.5,76,2,False
5558,21,Male,Engineering,2.4,7.9,5.4,3.8,49,4,False
5559,18,Female,Medical,2.19,6.1,4.3,3.2,142,3,False
5560,21,Male,Science,3.18,6.3,6.7,3.1,94,4,False
5561,18,Male,Engineering,3.44,7.2,2.6,1.9,53,4,False
5562,18,Female,Medical,3.39,7.2,4.3,1.5,95,5,False
5563,19,Male,Engineering,3.2,7.7,3.5,3.1,78,2,False
5564,24,Female,Engineering,3.32,4.5,0.0,4.5,21,9,False
5565,18,Female,Arts,3.71,7.4,2.6,2.4,88,2,False
5566,18,Female,Engineering,3.28,7.0,5.3,1.9,135,4,False
5567,20,Female,Medical,2.65,6.8,3.0,0.9,12,4,False
5568,22,Male,Medical,2.53,7.6,3.2,5.2,75,4,False
5569,21,Female,Medical,2.83,5.3,5.1,2.0,139,3,False
5570,18,Male,Arts,3.37,7.8,1.9,6.2,46,4,False
5571,18,Female,Arts,3.56,6.6,0.3,0.0,34,3,False
5572,18,Male,Business,2.08,7.6,3.3,5.2,45,4,False
5573,19,Female,Engineering,2.45,8.4,4.2,4.0,80,4,False
5574,18,Female,Medical,3.28,6.3,2.9,5.7,74,4,False
5575,18,Female,Science,2.66,10.7,2.2,2.9,20,6,False
5576,19,Female,Business,2.08,4.3,4.8,0.0,113,6,False
5577,22,Male,Engineering,3.8,6.1,7.3,3.1,17,5,False
5578,23,Female,Medical,3.58,5.4,2.9,2.6,98,4,False
5579,23,Female,Engineering,3.86,6.2,7.3,3.0,33,6,False
5580,18,Male,Science,3.39,7.0,8.0,1.6,145,5,False
5581,20,Male,Business,2.18,5.4,4.7,5.2,30,5,True
5582,23,Female,Arts,3.52,4.0,0.0,1.9,66,5,False
5583,20,Male,Business,2.41,8.8,3.6,5.8,117,4,False
5584,24,Female,Arts,2.85,5.7,3.4,5.0,33,6,False
5585,18,Female,Science,2.07,6.3,4.0,5.7,90,4,False
5586,19,Female,Medical,2.93,8.2,6.1,2.5,51,4,False
5587,20,Male,Medical,3.05,7.0,8.5,1.3,86,4,False
5588,18,Female,Arts,2.81,6.3,2.3,4.3,93,5,False
5589,23,Female,Arts,3.05,4.7,8.8,2.5,128,4,False
5590,19,Female,Medical,3.1,7.7,2.4,3.9,92,3,False
5591,22,Female,Science,3.21,6.5,6.2,1.2,44,3,False
5592,20,Female,Science,3.18,5.4,9.1,1.3,11,6,False
5593,18,Female,Business,2.99,8.0,4.2,2.2,137,4,False
5594,24,Female,Business,3.49,4.8,6.1,1.6,125,6,False
5595,19,Female,Arts,3.65,4.9,5.5,3.1,89,7,False
5596,23,Female,Business,3.72,5.9,5.1,4.4,100,3,False
5597,21,Male,Business,2.37,8.8,5.0,0.0,130,4,True
5598,19,Female,Engineering,2.27,6.2,0.1,1.1,13,3,False
5599,24,Male,Business,2.63,6.8,5.3,1.7,25,5,False
5600,21,Female,Arts,3.23,6.3,1.0,3.7,118,4,False
5601,22,Male,Business,3.73,4.9,1.8,2.7,30,6,False
5602,18,Female,Engineering,3.42,6.1,4.6,3.5,32,5,False
5603,24,Female,Arts,3.11,8.3,4.3,1.7,88,5,False
5604,23,Female,Engineering,3.44,4.9,6.1,1.0,2,9,False
5605,20,Female,Business,2.59,6.2,5.5,6.6,67,5,False
5606,22,Male,Engineering,3.03,7.6,8.1,4.0,105,3,False
5607,18,Male,Arts,3.27,6.0,5.5,5.8,73,2,False
5608,22,Female,Engineering,3.24,3.6,5.3,3.4,124,6,False
5609,21,Male,Arts,3.67,8.3,1.9,0.3,46,4,False
5610,21,Male,Business,2.45,3.9,3.2,4.6,148,7,True
5611,20,Male,Medical,2.32,6.2,5.7,4.5,77,4,False
5612,23,Male,Business,3.01,6.9,0.8,2.4,45,3,False
5613,18,Male,Business,2.02,7.1,2.3,3.0,72,5,False
5614,21,Female,Engineering,2.46,5.8,5.3,4.8,29,3,False
5615,24,Male,Arts,2.74,8.3,6.9,4.3,142,5,False
5616,24,Female,Arts,2.47,6.4,5.9,3.1,124,2,False
5617,20,Male,Science,2.88,3.4,3.4,4.9,59,6,False
5618,21,Male,Business,2.2,5.7,3.3,3.3,48,6,True
5619,23,Female,Engineering,3.05,6.9,4.3,3.2,113,5,False
5620,23,Female,Science,3.14,6.8,1.9,5.4,115,2,False
5621,18,Female,Arts,3.15,6.6,2.3,4.1,118,3,False
5622,24,Male,Science,2.68,5.2,3.1,3.9,96,3,False
5623,18,Male,Business,2.49,5.8,5.5,4.1,65,5,False
5624,24,Male,Arts,2.51,7.5,5.5,2.0,142,5,False
5625,18,Male,Engineering,3.25,5.9,8.7,3.7,133,4,False
5626,24,Male,Medical,2.32,8.7,4.3,6.4,30,3,False
5627,22,Male,Engineering,2.68,8.2,5.6,6.3,118,5,False
5628,20,Female,Arts,2.94,6.1,6.0,5.5,21,4,False
5629,20,Female,Medical,2.5,9.1,3.8,4.7,146,3,False
5630,19,Female,Science,2.73,8.3,4.4,1.6,11,3,False
5631,18,Female,Science,3.31,7.1,8.3,4.6,63,4,False
5632,23,Female,Arts,2.03,6.3,0.5,1.9,2,4,False
5633,19,Male,Engineering,2.24,8.6,3.4,3.2,20,4,False
5634,23,Male,Medical,3.44,8.1,7.0,5.2,4,6,False
5635,21,Male,Arts,3.59,7.0,1.9,3.1,44,3,True
5636,23,Female,Medical,3.1,7.3,3.5,4.3,22,5,False
5637,19,Female,Arts,2.68,6.4,0.0,4.2,34,3,False
5638,20,Female,Medical,2.09,6.5,2.5,0.4,10,5,False
5639,24,Male,Arts,2.6,9.8,4.0,6.8,115,4,False
5640,23,Female,Arts,3.11,7.7,5.3,1.8,60,3,False
5641,20,Female,Arts,2.24,6.4,1.2,2.0,114,4,False
5642,19,Female,Science,3.74,8.6,0.9,3.6,18,6,False
5643,20,Female,Medical,3.21,5.9,3.6,5.7,110,5,False
5644,19,Female,Arts,2.35,9.2,6.5,2.9,5,4,False
5645,24,Female,Arts,3.66,7.9,3.9,4.2,120,4,False
5646,23,Male,Arts,3.05,5.4,2.6,4.0,70,3,False
5647,24,Male,Arts,2.33,8.4,3.8,5.1,97,3,False
5648,19,Male,Medical,2.64,5.0,4.1,5.5,46,3,False
5649,24,Male,Arts,2.19,6.8,6.2,2.7,143,2,False
5650,20,Male,Science,3.55,6.5,2.1,4.2,53,4,False
5651,21,Female,Science,2.48,6.8,5.2,5.0,16,3,False
5652,21,Female,Science,2.7,4.2,4.1,3.8,59,8,False
5653,23,Female,Medical,2.31,7.1,4.6,5.5,30,6,False
5654,24,Male,Science,3.59,6.1,5.8,3.7,106,5,False
5655,22,Female,Arts,2.84,7.9,3.6,2.4,99,4,False
5656,18,Female,Business,2.29,9.5,3.0,1.1,117,2,False
5657,19,Male,Arts,2.5,4.6,7.5,6.6,116,5,True
5658,22,Male,Arts,2.97,6.2,5.0,3.0,106,2,False
5659,18,Female,Arts,3.61,5.6,10.0,3.8,14,3,False
5660,23,Female,Science,2.63,8.5,5.4,3.7,123,3,False
5661,23,Male,Science,2.82,4.7,4.1,2.2,27,5,False
5662,22,Male,Science,3.71,7.4,4.1,4.9,129,3,False
5663,20,Female,Arts,2.22,6.6,5.0,4.4,94,2,False
5664,20,Male,Engineering,2.47,9.0,0.8,3.7,30,6,True
5665,23,Female,Engineering,2.13,8.8,2.6,1.4,23,6,False
5666,19,Male,Business,2.82,7.9,6.0,4.8,39,5,False
5667,24,Male,Arts,3.52,6.2,5.1,0.0,146,5,False
5668,22,Female,Business,2.13,5.1,4.0,3.7,122,5,False
5669,19,Female,Arts,3.45,5.6,5.6,3.2,32,3,False
5670,22,Female,Business,2.05,8.0,3.1,1.8,4,3,False
5671,23,Male,Arts,3.54,6.0,3.8,4.3,81,2,False
5672,19,Male,Arts,2.7,7.5,4.9,3.8,46,4,False
5673,21,Female,Science,2.53,6.7,4.3,2.4,118,2,False
5674,23,Female,Medical,2.12,5.4,4.3,0.3,9,6,False
5675,22,Male,Business,2.11,5.2,6.1,3.1,8,5,True
5676,19,Male,Business,3.49,6.5,4.2,5.0,86,3,False
5677,21,Female,Engineering,1.93,7.4,4.7,5.1,32,3,True
5678,22,Female,Medical,2.03,6.5,2.6,4.3,141,3,False
5679,19,Female,Science,1.83,6.0,6.4,5.2,84,2,True
5680,20,Male,Science,3.7,5.4,3.4,2.2,92,5,False
5681,20,Male,Science,3.45,6.0,3.7,2.4,120,2,False
5682,24,Male,Business,2.35,7.4,6.9,5.0,85,2,True
5683,24,Female,Medical,2.51,6.7,3.2,5.3,72,2,False
5684,23,Female,Business,2.69,6.0,2.7,6.1,114,4,True
5685,23,Female,Medical,2.24,7.6,8.8,5.1,80,3,False
5686,22,Female,Engineering,2.66,7.2,5.2,1.5,81,5,False
5687,19,Male,Arts,3.43,7.8,5.0,2.5,145,4,False
5688,18,Male,Business,3.17,5.3,5.7,3.2,59,4,False
5689,20,Male,Business,3.5,5.0,2.6,3.0,70,5,False
5690,23,Female,Science,2.12,6.6,7.3,5.7,39,5,False
5691,23,Female,Engineering,2.13,4.4,3.0,4.2,99,6,False
5692,22,Male,Engineering,2.46,9.5,5.4,7.1,132,5,True
5693,24,Female,Arts,3.18,7.0,1.4,2.6,89,5,False
5694,22,Female,Science,2.93,7.0,4.1,3.5,20,6,True
5695,19,Male,Medical,3.09,6.4,5.0,2.6,27,3,False
5696,24,Female,Business,2.09,7.9,5.7,4.9,80,5,False
5697,18,Male,Medical,2.22,7.5,5.4,0.9,13,4,False
5698,23,Female,Business,3.24,5.8,5.8,2.8,106,4,False
5699,23,Male,Science,2.72,6.3,3.6,3.8,106,2,False
5700,19,Female,Science,3.03,7.9,6.5,4.8,38,3,False
5701,20,Male,Arts,2.49,6.0,6.9,2.6,66,5,False
5702,19,Female,Science,2.44,7.9,3.7,3.8,89,5,False
5703,23,Male,Arts,2.98,11.1,3.4,1.0,39,3,False
5704,24,Female,Business,2.66,8.0,4.5,5.2,127,2,False
5705,19,Female,Science,2.09,7.1,4.5,3.6,131,5,False
5706,21,Male,Science,2.8,5.1,7.9,4.3,31,3,False
5707,23,Female,Business,3.0,6.7,3.3,3.1,84,2,False
5708,24,Female,Arts,2.13,7.5,1.9,2.5,20,4,False
5709,20,Female,Arts,3.33,4.9,1.8,4.8,14,6,False
5710,18,Male,Engineering,2.81,7.9,3.0,3.7,127,5,False
5711,18,Male,Arts,2.92,6.5,3.5,4.3,103,4,False
5712,18,Female,Medical,2.33,6.1,8.2,1.5,103,5,False
5713,23,Female,Engineering,3.55,4.8,3.8,4.9,116,7,False
5714,24,Male,Science,3.11,3.4,4.9,2.7,141,6,False
5715,18,Male,Engineering,3.55,8.7,5.4,4.6,47,4,False
5716,19,Male,Science,2.84,7.4,4.2,5.0,8,5,False
5717,18,Male,Arts,2.54,8.9,1.1,3.4,62,3,False
5718,20,Female,Business,2.28,8.4,5.3,4.2,60,3,True
5719,20,Female,Science,3.25,7.1,3.8,3.1,33,4,False
5720,22,Male,Medical,2.86,8.4,2.4,5.5,75,3,False
5721,22,Female,Business,4.0,7.1,7.1,4.0,90,2,False
5722,22,Male,Medical,2.03,8.8,5.1,5.0,30,6,False
5723,18,Female,Science,3.56,6.0,5.4,5.2,51,6,False
5724,23,Female,Business,3.38,4.2,8.3,4.6,116,8,False
5725,20,Female,Medical,3.12,5.3,4.6,1.1,99,5,False
5726,24,Female,Arts,3.35,6.0,7.9,1.4,99,3,False
5727,23,Female,Engineering,2.66,8.3,7.4,2.5,95,2,False
5728,24,Female,Business,2.17,5.8,5.9,1.0,127,5,False
5729,20,Female,Engineering,2.87,8.8,5.5,5.4,87,2,False
5730,20,Female,Engineering,3.87,5.6,8.6,4.6,57,4,False
5731,23,Female,Medical,2.77,8.7,5.1,3.1,65,3,False
5732,23,Male,Engineering,2.01,8.9,3.0,8.3,115,5,False
5733,19,Male,Medical,2.66,6.5,6.9,2.0,139,5,False
5734,22,Male,Science,2.94,7.7,6.3,0.0,110,3,False
5735,24,Female,Arts,3.23,8.3,5.3,4.8,60,4,True
5736,20,Male,Engineering,2.63,8.8,5.4,1.2,87,4,False
5737,24,Male,Medical,2.94,6.9,2.3,4.3,88,4,False
5738,21,Female,Arts,3.02,9.3,6.1,3.0,135,2,False
5739,21,Female,Engineering,3.68,7.6,3.0,1.6,13,3,False
5740,24,Female,Medical,2.92,4.6,6.7,3.6,53,5,False
5741,20,Male,Engineering,2.47,8.6,2.6,4.4,53,6,True
5742,22,Male,Business,3.58,3.6,8.6,3.1,66,5,False
5743,24,Female,Business,3.38,9.0,1.1,4.0,109,2,False
5744,18,Female,Science,2.03,7.2,2.5,3.6,77,4,False
5745,18,Female,Arts,2.84,7.3,0.7,3.7,129,4,False
5746,22,Female,Business,2.77,7.5,11.4,2.3,17,8,False
5747,24,Male,Science,2.47,5.3,8.6,4.6,129,5,True
5748,19,Male,Engineering,3.47,4.0,3.4,1.3,77,4,False
5749,21,Male,Medical,2.47,5.3,4.4,3.2,96,2,False
5750,22,Female,Arts,2.47,7.3,7.8,3.2,77,2,True
5751,24,Male,Engineering,3.63,10.7,2.9,1.6,122,4,False
5752,21,Female,Medical,2.3,7.2,6.8,3.9,128,5,False
5753,20,Female,Science,2.54,9.4,4.5,5.0,26,3,False
5754,23,Female,Arts,3.75,5.2,6.9,2.5,78,5,False
5755,19,Male,Engineering,3.18,6.2,4.5,4.1,76,2,True
5756,18,Male,Engineering,2.47,6.7,9.6,4.6,5,6,False
5757,20,Male,Arts,2.26,7.5,4.0,2.0,65,5,False
5758,22,Female,Business,2.59,6.2,5.8,0.3,56,5,False
5759,24,Male,Engineering,3.03,7.5,7.7,3.1,130,5,False
5760,21,Male,Medical,2.62,5.2,4.9,5.2,145,5,False
5761,22,Female,Science,3.51,7.6,6.6,1.9,24,5,False
5762,19,Male,Engineering,3.04,5.4,6.3,2.3,41,4,False
5763,19,Female,Business,2.33,6.0,3.4,0.0,3,5,False
5764,22,Male,Arts,3.3,5.3,7.4,5.6,72,3,False
5765,23,Male,Arts,2.36,7.4,4.2,1.7,143,4,False
5766,21,Female,Science,2.91,5.8,4.1,7.4,61,5,False
5767,23,Female,Medical,2.7,6.3,2.7,4.5,108,3,True
5768,21,Male,Business,2.64,6.6,3.9,4.1,1,5,False
5769,24,Female,Science,3.62,7.5,4.8,1.4,24,5,False
5770,20,Female,Science,2.82,8.7,3.3,3.1,5,6,False
5771,18,Male,Medical,2.58,8.0,5.7,3.7,126,2,False
5772,20,Male,Medical,2.71,5.8,3.1,4.6,46,4,False
5773,18,Female,Medical,2.56,7.9,3.6,4.6,68,4,False
5774,18,Female,Engineering,3.26,7.1,3.9,1.5,26,3,False
5775,23,Female,Medical,2.37,3.6,5.5,3.4,8,7,False
5776,21,Female,Medical,2.09,5.5,0.0,4.4,46,6,False
5777,20,Female,Medical,2.4,9.8,2.0,4.2,128,3,False
5778,23,Female,Business,3.25,6.1,6.0,4.6,61,3,False
5779,24,Female,Science,2.52,9.1,5.5,3.9,7,6,False
5780,18,Female,Engineering,2.94,4.8,2.1,4.8,101,7,True
5781,20,Female,Engineering,3.15,9.4,4.1,5.3,9,4,True
5782,24,Male,Medical,2.65,5.6,7.5,3.8,120,5,False
5783,18,Male,Arts,2.87,4.7,0.0,3.2,48,6,False
5784,20,Male,Engineering,2.89,6.9,4.0,4.3,19,3,False
5785,20,Female,Medical,2.87,9.6,2.6,3.1,149,5,False
5786,20,Male,Engineering,3.7,3.7,7.3,1.1,96,7,False
5787,24,Female,Business,2.03,8.1,3.7,3.5,58,4,False
5788,18,Female,Business,3.18,8.5,2.7,3.2,76,3,True
5789,20,Female,Arts,2.58,5.9,5.8,3.7,98,3,False
5790,24,Female,Medical,2.43,6.5,7.6,5.5,58,6,False
5791,20,Female,Science,2.19,5.7,4.2,3.4,144,5,False
5792,19,Female,Engineering,3.69,6.7,2.8,1.6,49,5,False
5793,23,Female,Engineering,3.64,9.7,6.9,3.0,44,6,False
5794,20,Female,Medical,3.04,4.1,3.8,4.2,53,6,False
5795,24,Female,Arts,2.58,7.4,3.7,0.9,6,5,True
5796,23,Male,Arts,3.63,7.8,4.5,3.0,141,4,False
5797,19,Female,Science,2.06,8.0,4.9,3.7,78,2,False
5798,24,Female,Engineering,2.3,4.8,3.4,5.6,104,7,False
5799,20,Female,Arts,2.15,8.3,6.3,2.3,98,2,False
5800,19,Male,Medical,3.17,6.4,5.8,3.8,83,3,False
5801,24,Male,Science,3.16,8.8,3.5,0.9,18,4,False
5802,20,Male,Medical,3.67,5.9,5.3,0.8,47,6,False
5803,21,Male,Medical,3.22,4.9,4.1,2.1,137,6,False
5804,22,Female,Business,3.42,4.5,6.8,3.7,86,6,False
5805,23,Male,Engineering,3.9,6.7,9.5,2.7,122,3,False
